Nombre,Peso,Categoria,Año,BV,Precio,A,C,V,Tech Base,Flamer,MG,Small Laser,Medium Laser,Large Laser,ER Small Laser,ER Medium Laser,ER Large Laser,Small Pulse Laser,Medium Pulse Laser,Large Pulse Laser,Heavy Small Laser,Heavy Medium Laser,Heavy Large Laser,PPC,ER PPC,Snub-Nose PPC,Heavy PPC,LRM 5,LRM 10,LRM 15,LRM 20,SRM 2,SRM 4,SRM 6,Streak SRM 2,Streak SRM 4,Streak SRM 6,MRM 10,MRM 20,MRM 30,MRM 40,ATM 3,ATM 6,ATM 9,ATM 12,AC 2,AC 5,AC 10,AC 20,Ultra AC 2,Ultra AC 5,Ultra AC 10,Ultra AC 20,LB 2-X,LB 5-X,LB 10-X,LB 20-X,RAC 2,RAC 5,Gauss Rifle,Heavy Gauss,Plasma Rifle / Cannon,Radiadores,TB,PB,Piernas,Blindaje,Disipacion,TLP,Calor,Daño,Reactor,PROPIEDAD,Comprado,Unidad
Morrigan 4 Morrigan,35,Ligero,3111,2063,6954705,8,12,0,Mixed,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"7,2",115,2,Ferro Fibroso,Double,24,,20,30,XL Engine,Compra,NO
Morrigan 5 Morrigan,35,Ligero,3124,1904,6401130,8,12,0,Clan,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",115,2,Ferro Fibroso,Double,20,,19,20,XL Engine,Compra,NO
Morrigan  Morrigan,35,Ligero,3083,1523,6809130,8,12,0,Clan,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,10,"6,6",105,2,Ferro Fibroso,Double,20,,24,34,XL Engine,Compra,NO
Mortis MS-1A Mortis,75,Pesado,3109,1834,18365500,5,8,5,Inner Sphere,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"13,0",208,2,Estandar,Double,22,,15,15,XL Engine,Compra,NO
Mortis MS-1P Mortis,75,Pesado,3122,2198,19953500,5,8,5,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"13,0",208,2,Estandar,Double,22,,0,0,XL Engine,Compra,NO
Naga  Naga,80,Asalto,2945,1840,26397937,5,8,0,Clan,,,,,,8,6,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"9,0",144,2,Estandar,Double,24,,53,74,XL Engine,Compra,NO
Naginata NG-C3A Naginata,95,Asalto,3055,1954,12919170,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"15,0",240,2,Estandar,Double,30,,30,55,Fusion Engine,Compra,NO
Naginata NG-C3Ar Naginata,95,Asalto,3076,1879,16094670,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"15,0",240,2,Estandar,Double,30,,25,40,Fusion Engine,Compra,NO
Naginata NG-C3B Naginata,95,Asalto,3063,1943,15875857,3,5,0,Inner Sphere,,,,,,1,1,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"15,0",240,2,Estandar,Double,30,,32,48,Fusion Engine,Compra,NO
Naginata NG-C3C Naginata,95,Asalto,3066,2131,10695120,3,5,3,Inner Sphere,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"15,0",240,2,Estandar,Double,30,,30,55,Fusion Engine,Compra,NO
Naja KTO-19b-EC Naja,55,Medio,2824,1494,10053294,5,8,0,Mixed,,,1,2,,,,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"11,6",185,2,Estandar,Double,28,,27,73,XL Engine,Compra,NO
Naja  Naja,55,Medio,2826,1817,10177294,5,8,0,Clan,,,,,,1,2,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"11,6",185,2,Estandar,Double,28,,32,73,XL Engine,Compra,NO
Neanderthal NTL-AG Neanderthal,80,Asalto,3128,2020,23439840,5,8,0,Inner Sphere,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"14,5",232,2,Ferro Fibroso,Double,22,,20,20,XL Engine,Compra,NO
Neanderthal NTL-UG Neanderthal,80,Asalto,3124,1817,22492140,5,8,0,Inner Sphere,,,2,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"14,5",232,2,Ferro Fibroso,Double,20,,28,31,XL Engine,Compra,NO
Nexus II NXS2-A Nexus II,25,Ligero,3066,702,4028125,8,12,6,Inner Sphere,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,5",56,2,Estandar,Double,20,,14,16,Light Fusion Engine,Compra,NO
Nexus II NXS2-B-BL Nexus II,25,Ligero,3067,913,2566666,8,12,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Furtivo,Double,20,,10,10,Fusion Engine,Compra,NO
Nexus II NXS2-B Nexus II,25,Ligero,3067,717,4512500,8,12,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,5",56,2,Furtivo,Double,20,,10,10,Light Fusion Engine,Compra,NO
Nexus II NXS2-C-BL Nexus II,25,Ligero,0,956,3589500,8,12,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Furtivo,Double,20,,10,10,Light Fusion Engine,Compra,NO
Nexus II NXS2-D-BL Nexus II,25,Ligero,0,922,3910416,8,12,0,Inner Sphere,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Furtivo,Double,20,,12,8,XL Engine,Compra,NO
Nexus NXS1-A Nexus,25,Ligero,3054,643,2213458,7,11,4,Inner Sphere,,,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"2,2",35,2,Ferro Fibroso,Double,20,,13,23,Fusion Engine,Compra,NO
Nexus NXS1-B Nexus,25,Ligero,3062,715,3116145,7,11,5,Inner Sphere,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,4",71,2,Ferro Fibroso,Double,20,,12,13,Fusion Engine,Compra,NO
Night Gyr  Night Gyr,75,Pesado,3052,2830,20537281,4,6,4,Clan,,,,,,,4,2,,14,4,,,1,,2,,,,,,4,,,1,,,2,,,,,,1,,,,,,,3,,2,1,2,,,,,,3,,,12,"13,8",220,2,Ferro Fibroso,Double,24,,252,415,XL Engine,Compra,NO
Night Hawk NTK-2Q-EC Night Hawk,35,Ligero,2819,1041,5165100,6,9,0,Mixed,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"7,4",119,2,Estandar,Double,24,,25,21,XL Engine,Compra,NO
Night Hawk NTK-2Q Night Hawk,35,Ligero,2566,997,5126625,6,9,0,Inner Sphere,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"7,0",112,2,Estandar,Double,24,,24,22,XL Engine,Compra,NO
Night Hawk NTK-2S Night Hawk,35,Ligero,3057,1017,5577525,6,9,0,Inner Sphere,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,0",112,2,Estandar,Double,22,,20,16,XL Engine,Compra,NO
Night Stalker NSR-K1 Night Stalker,40,Medio,3134,1149,8999626,8,12,0,Inner Sphere,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,19,27,XL Engine,Compra,NO
Night Stalker NSR-K3 Night Stalker,40,Medio,3135,1028,8912776,8,12,0,Inner Sphere,,,,,,1,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,18,28,XL Engine,Compra,NO
Night Stalker NSR-K4 Night Stalker,40,Medio,3136,1159,9079026,8,12,0,Inner Sphere,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"7,2",116,2,Ferro Fibroso,Double,22,,23,28,XL Engine,Compra,NO
Night Stalker NSR-K7 Night Stalker,40,Medio,3136,857,9290376,8,12,0,Inner Sphere,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,4",119,2,Estandar,Double,20,,2,3,XL Engine,Compra,NO
Night Stalker NSR-KC Night Stalker,40,Medio,3136,1037,9237626,8,12,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,14,22,XL Engine,Compra,NO
Night Wolf  Night Wolf,90,Asalto,3084,2878,24805500,4,6,4,Clan,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,18,"15,5",248,2,Estandar,Double,36,,42,57,XL Engine,Compra,NO
Nightsky NGS-1BL Nightsky,50,Medio,3056,1236,9427500,6,9,6,Inner Sphere,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"10,5",168,2,Estandar,Double,24,,20,30,XL Engine,Compra,NO
Nightsky NGS-2BL Nightsky,50,Medio,3057,1345,9592500,6,9,6,Inner Sphere,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"9,5",152,2,Estandar,Double,24,,23,22,XL Engine,Compra,NO
Nightsky NGS-4S Nightsky,50,Medio,3053,1159,9420000,6,9,6,Inner Sphere,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"9,5",152,2,Estandar,Double,22,,20,24,XL Engine,Compra,NO
Nightsky NGS-4T Nightsky,50,Medio,3056,1287,9626375,6,9,6,Inner Sphere,,,1,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"9,5",152,2,Estandar,Double,22,,23,26,XL Engine,Compra,NO
Nightsky NGS-5S Nightsky,50,Medio,3056,1045,8907000,6,9,0,Inner Sphere,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"9,5",152,2,Estandar,Double,28,,20,24,XL Engine,Compra,NO
Nightsky NGS-5T Nightsky,50,Medio,3057,1356,9607500,6,9,6,Inner Sphere,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"9,5",152,2,Estandar,Double,22,,25,25,XL Engine,Compra,NO
Nightsky NGS-6S Nightsky,50,Medio,3066,1474,8293500,6,9,6,Inner Sphere,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"9,5",152,2,Estandar,Double,22,,35,35,Light Fusion Engine,Compra,NO
Nightsky NGS-6T Nightsky,50,Medio,3080,1462,10533750,6,9,6,Inner Sphere,,,,,,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"9,5",152,2,Estandar,Double,22,,25,29,XL Engine,Compra,NO
Nightstar NSR-10D Nightstar,95,Asalto,3150,2539,21947690,3,5,0,Mixed,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,16,"18,3",293,2,Estandar,Double,32,,41,56,XL Engine,Compra,NO
Nightstar NSR-9FC Nightstar,95,Asalto,3062,1929,25682840,4,6,0,Inner Sphere,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,13,"18,3",293,2,Estandar,Double,26,,28,45,XL Engine,Compra,NO
Nightstar NSR-9J Nightstar,95,Asalto,2764,2399,20026977,3,5,0,Inner Sphere,,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,14,"18,3",293,2,Estandar,Double,28,,26,55,XL Engine,Compra,NO
Nightstar NSR-9SS Nightstar,95,Asalto,3065,2145,20983262,3,5,3,Inner Sphere,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,14,"18,3",293,2,Estandar,Double,28,,27,61,XL Engine,Compra,NO
Ninja-To NJT-2 Ninja-To,65,Pesado,3062,1527,16077650,6,9,0,Inner Sphere,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,12,"12,0",192,2,Estandar,Double,24,,38,36,XL Engine,Compra,NO
Ninja-To NJT-3 Ninja-To,65,Pesado,3068,1605,15915900,6,9,0,Inner Sphere,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"12,5",200,2,Estandar,Double,24,,30,30,XL Engine,Compra,NO
Ninja-To NJT-4 Ninja-To,65,Pesado,3075,1762,16475250,6,9,0,Inner Sphere,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"12,9",206,2,Ferro Fibroso,Double,22,,30,30,XL Engine,Compra,NO
No-Dachi NDA-1K No-Dachi,70,Pesado,3058,1708,17584086,5,8,0,Inner Sphere,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,10,"12,0",192,2,Estandar,Double,20,,35,67,XL Engine,Compra,NO
No-Dachi NDA-2K No-Dachi,70,Pesado,3059,1739,17818461,5,8,0,Inner Sphere,,,1,,,,,1,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,11,"13,0",208,2,Estandar,Double,22,,41,61,XL Engine,Compra,NO
No-Dachi NDA-2KC No-Dachi,70,Pesado,3067,1705,17993961,5,8,0,Inner Sphere,1,,1,,,,1,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"13,5",216,2,Estandar,Double,28,,45,58,XL Engine,Compra,NO
No-Dachi NDA-2KO No-Dachi,70,Pesado,3060,1759,17704961,5,8,0,Inner Sphere,1,,1,,,,2,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"13,5",216,2,Estandar,Double,28,,50,63,XL Engine,Compra,NO
No-Dachi NDA-3S No-Dachi,70,Pesado,3081,1706,18308461,5,8,0,Inner Sphere,,,3,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"13,5",216,2,Estandar,Double,28,,27,40,XL Engine,Compra,NO
Nobori-nin (Huntsman)  Nobori-nin (Huntsman),50,Medio,3048,2108,12532000,5,8,5,Clan,3,2,,,,3,7,4,3,9,3,1,9,1,,2,,,2,2,2,1,,,,,1,4,,,,,,3,,,,,,,2,1,1,,1,,1,,,,,,1,10,"10,6",169,2,Ferro Fibroso,Double,20,,360,511,XL Engine,Compra,NO
Nova (Black Hawk)  Nova (Black Hawk),50,Medio,2870,2663,11586250,5,8,5,Clan,,14,,,,1,24,,1,7,1,,18,,,3,,,,,,1,,1,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,14,"10,0",160,2,Estandar,Double,28,,353,492,XL Engine,Compra,NO
Nova Blackmore Nova,50,Medio,3070,2068,8724000,5,8,5,Clan,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"10,0",160,2,Estandar,Double,24,,20,18,XL Engine,Compra,NO
Nova Cat  Nova Cat,70,Pesado,3059,2530,17672916,4,6,4,Clan,,,,,,,2,8,,8,5,,,7,,2,,,,,6,3,,,,,,,,,,,,,4,,,,,,,2,,,,1,1,1,,,8,,,11,"13,5",216,2,Estandar,Double,22,,435,686,XL Engine,Compra,NO
Nyx NX-100 Nyx,30,Ligero,3095,917,5533250,10,15,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,10,10,XL Engine,Compra,NO
Nyx NX-110 Nyx,30,Ligero,3141,805,6600750,10,15,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,9",78,2,Estandar,Double,20,,0,0,XL Engine,Compra,NO
Nyx NX-80 Nyx,30,Ligero,3076,924,5690125,10,15,0,Inner Sphere,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,16,25,XL Engine,Compra,NO
Nyx NX-80C Nyx,30,Ligero,3078,874,5989125,10,15,0,Inner Sphere,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,15,21,XL Engine,Compra,NO
Nyx NX-90 Nyx,30,Ligero,3080,613,5233240,10,15,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,4,12,XL Engine,Compra,NO
O-Bakemono OBK-M10 O-Bakemono,80,Asalto,3057,1659,18060450,4,6,0,Inner Sphere,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"14,0",224,2,Estandar,Double,20,,7,13,XL Engine,Compra,NO
O-Bakemono OBK-M11 O-Bakemono,80,Asalto,3068,1793,7634650,3,5,0,Inner Sphere,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,14,"14,0",224,2,Estandar,Double,28,,31,93,Fusion Engine,Compra,NO
O-Bakemono OBK-M12 O-Bakemono,80,Asalto,3070,1732,9853050,3,5,0,Inner Sphere,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,12,"14,0",224,2,Estandar,Double,24,,31,93,Fusion Engine,Compra,NO
Ocelot 2 Ocelot,35,Ligero,3070,1734,5697810,6,9,6,Clan,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"7,2",115,2,Ferro Fibroso,Double,28,,25,20,XL Engine,Compra,NO
Ocelot 3 Ocelot,35,Ligero,3075,1594,5978610,6,9,6,Clan,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"7,4",119,2,Ferro Fibroso,Double,24,,26,28,XL Engine,Compra,NO
Ocelot 4 Ocelot,35,Ligero,3096,1468,5458860,6,9,6,Clan,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"7,2",115,2,Ferro Fibroso,Double,24,,18,21,XL Engine,Compra,NO
Ocelot  Ocelot,35,Ligero,3067,1439,5719410,6,9,6,Clan,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"7,4",119,2,Ferro Fibroso,Double,30,,28,26,XL Engine,Compra,NO
Omen 2 Omen,85,Asalto,3141,2378,18819950,3,5,3,Clan,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,15,"16,4",263,2,Estandar,Double,30,,27,48,XL Engine,Compra,NO
Omen  Omen,85,Asalto,3087,2750,17420500,3,5,3,Clan,,,,,,,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,18,"16,4",263,2,Estandar,Double,36,,38,65,XL Engine,Compra,NO
Omni-Corvis  Omni-Corvis,50,Medio,2921,1678,6042062,5,8,0,Clan,,2,,,,,1,1,1,6,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,10,"9,6",153,2,Ferro Fibroso,Double,20,,67,130,Fusion Engine,Compra,NO
Onager 2 Onager,90,Asalto,3137,2847,11140230,3,5,3,Clan,,,,,,,,,1,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"17,4",279,2,Ferro Fibroso,Double,24,,30,45,Fusion Engine,Compra,NO
Onager  Onager,90,Asalto,3083,2732,11164930,3,5,5,Clan,,,,,,,,,1,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"17,4",279,2,Ferro Fibroso,Double,24,,18,39,Fusion Engine,Compra,NO
Orion IIC  Orion IIC,75,Pesado,2841,2392,8149250,4,6,0,Clan,,,,,,,,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,12,"14,4",230,2,Ferro Fibroso,Double,24,,34,59,Fusion Engine,Compra,NO
Orion ON1-K (Kerensky) Orion,75,Pesado,2753,1821,7557750,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"14,4",231,2,Ferro Fibroso,Double,20,,20,43,Fusion Engine,Compra,NO
Orion ON1-K Orion,75,Pesado,2525,1429,6600250,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,"14,4",231,2,Estandar,Single,10,,17,43,Fusion Engine,Compra,NO
Orion ON1-M-DC Orion,75,Pesado,3053,1444,16390750,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,"14,0",224,2,Estandar,Double,20,,17,48,XL Engine,Compra,NO
Orion ON1-M Orion,75,Pesado,3049,1414,15586250,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,11,"14,0",224,2,Estandar,Double,22,,17,48,XL Engine,Compra,NO
Orion ON1-MA Orion,75,Pesado,3052,1501,15854250,4,6,0,Inner Sphere,,,,,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,11,"14,0",224,2,Estandar,Double,22,,20,54,XL Engine,Compra,NO
Orion ON1-MB Orion,75,Pesado,3058,1472,15495500,4,6,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,"14,0",224,2,Estandar,Double,22,,20,53,XL Engine,Compra,NO
Orion ON1-MC Orion,75,Pesado,3056,1501,15693750,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,11,"14,0",224,2,Estandar,Double,22,,24,70,XL Engine,Compra,NO
Orion ON1-MD Orion,75,Pesado,3062,1597,15329500,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,11,"14,0",224,2,Estandar,Double,22,,16,43,XL Engine,Compra,NO
Orion ON1-V-DC Orion,75,Pesado,2913,1310,7491750,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,"11,5",184,2,Estandar,Single,10,,20,51,Fusion Engine,Compra,NO
Orion ON1-V Orion,75,Pesado,2799,1298,6679750,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,"11,5",184,2,Estandar,Single,10,,20,51,Fusion Engine,Compra,NO
Orion ON1-VA Orion,75,Pesado,2901,1328,6387000,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,16,"14,4",231,2,Estandar,Single,16,,15,36,Fusion Engine,Compra,NO
Orion ON2-M Orion,75,Pesado,3063,1828,7615000,4,6,0,Inner Sphere,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"14,0",224,2,Ferro Fibroso,Double,20,,18,48,Fusion Engine,Compra,NO
Orion ON3-M Orion,75,Pesado,3083,1826,15868750,4,6,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"14,0",224,2,Estandar,Double,20,,16,40,XL Engine,Compra,NO
Orochi OR-2I Orochi,90,Asalto,3084,2077,23210375,4,6,0,Inner Sphere,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"17,4",279,2,Estandar,Double,20,,8,19,XL Engine,Compra,NO
Osiris OSR-3D Osiris,30,Ligero,3063,1138,5222300,8,12,4,Inner Sphere,,1,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,0",80,2,Ferro Fibroso,Double,20,,29,39,XL Engine,Compra,NO
Osiris OSR-4D Osiris,30,Ligero,3067,1230,5562700,8,12,8,Inner Sphere,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,1",98,2,Ferro Fibroso,Double,20,,29,31,XL Engine,Compra,NO
Osiris OSR-5D Osiris,30,Ligero,3081,1226,5127200,7,11,7,Inner Sphere,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,3",101,2,Ferro Fibroso,Double,20,,15,15,XL Engine,Compra,NO
Osprey OSP-15 Osprey,55,Medio,2750,1564,8935258,4,6,4,Inner Sphere,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"11,0",176,2,Estandar,Double,20,,14,40,XL Engine,Compra,NO
Osprey OSP-25 Osprey,55,Medio,3074,1630,9121258,4,6,4,Inner Sphere,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"11,0",176,2,Estandar,Double,20,,20,40,XL Engine,Compra,NO
Osprey OSP-26 (Lawrence) Osprey,55,Medio,3085,1461,11630333,4,6,5,Inner Sphere,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"11,0",176,2,Estandar,Double,20,,23,27,XL Engine,Compra,NO
Osprey OSP-26 Osprey,55,Medio,3076,1541,9251945,4,6,4,Inner Sphere,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"11,0",176,2,Estandar,Double,20,,13,28,XL Engine,Compra,NO
